municipality,type,year,category,source,value
Головинский,доходы,2009,Безвозмездные поступления,http://www.gks.ru,62.876
Головинский,доходы,2009,Дотации бюджетам бюджетной системы Российской Федерации,http://www.gks.ru,1.992
Головинский,доходы,2009,Доходы: итого,http://www.gks.ru,42.666
Головинский,доходы,2009,Налоговые доходы,http://www.gks.ru,11.151
Головинский,доходы,2009,Неналоговые доходы,http://www.gks.ru,13.22
Головинский,доходы,2009,Субвенции бюджетам   бюджетной системы Российской Федерации,http://www.gks.ru,29.446
Головинский,доходы,2010,Безвозмездные поступления,http://www.gks.ru,69.018
Головинский,доходы,2010,Дотации бюджетам бюджетной системы Российской Федерации,http://www.gks.ru,1.18
Головинский,доходы,2010,Доходы: итого,http://www.gks.ru,46.347
Головинский,доходы,2010,Налоговые доходы,http://www.gks.ru,11.652
Головинский,доходы,2010,Неналоговые доходы,http://www.gks.ru,13.018
Головинский,доходы,2010,Субвенции бюджетам   бюджетной системы Российской Федерации,http://www.gks.ru,33.329
Головинский,доходы,2011,Безвозмездные поступления,http://www.gks.ru,72.558
Головинский,доходы,2011,Доходы: итого,http://www.gks.ru,51.84
Головинский,доходы,2011,Налоговые доходы,http://www.gks.ru,15.561
Головинский,доходы,2011,Неналоговые доходы,http://www.gks.ru,15.561
Головинский,доходы,2011,Субвенции бюджетам   бюджетной системы Российской Федерации,http://www.gks.ru,36.279
Головинский,доходы,2012,Безвозмездные поступления,http://www.gks.ru,80.042
Головинский,доходы,2012,Доходы: итого,http://www.gks.ru,58.257
Головинский,доходы,2012,Налоговые доходы,http://www.gks.ru,18.223
Головинский,доходы,2012,Неналоговые доходы,http://www.gks.ru,18.236
Головинский,доходы,2012,Субвенции бюджетам   бюджетной системы Российской Федерации,http://www.gks.ru,40.021
Головинский,доходы,2013,Безвозмездные поступления,http://www.gks.ru,82.12
Головинский,доходы,2013,Доходы: итого,http://www.gks.ru,57.283
Головинский,доходы,2013,Налоговые доходы,http://www.gks.ru,16.223
Головинский,доходы,2013,Неналоговые доходы,http://www.gks.ru,18.183
Головинский,доходы,2013,Субвенции бюджетам   бюджетной системы Российской Федерации,http://www.gks.ru,39.1
Головинский,доходы,2013,Субсидии бюджетам бюджетной системы Российской Федерации  (межбюджетные субсидии),http://www.gks.ru,1.96
Головинский,доходы,2014,Безвозмездные поступления,http://www.gks.ru,84.822
Головинский,доходы,2014,Доходы: итого,http://www.gks.ru,62.071
Головинский,доходы,2014,Иные  межбюджетные трансферты,http://www.gks.ru,3.1
Головинский,доходы,2014,Налоговые доходы,http://www.gks.ru,19.482
Головинский,доходы,2014,Неналоговые доходы,http://www.gks.ru,22.76
Головинский,доходы,2014,Субвенции бюджетам   бюджетной системы Российской Федерации,http://www.gks.ru,39.311
