category,municipality,year,value,source,type
Общегосударственные вопросы,Ивановское,2010,30.112,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Ивановское,2010,21.24,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Ивановское,2010,0.113,http://www.gks.ru,NA
Национальная экономика,Ивановское,2010,0.449,http://www.gks.ru,NA
Образование,Ивановское,2010,17.966,http://www.gks.ru,NA
"Культура, кинематография",Ивановское,2010,1.377,http://www.gks.ru,NA
Физическая культура и спорт,Ивановское,2010,15.378,http://www.gks.ru,NA
Расходы: итого,Измайлово,2010,31.77,http://www.gks.ru,NA
Общегосударственные вопросы,Измайлово,2010,24.889,http://www.gks.ru,NA
Национальная экономика,Измайлово,2010,0.534,http://www.gks.ru,NA
Образование,Измайлово,2010,1.397,http://www.gks.ru,NA
"Культура, кинематография",Измайлово,2010,1.624,http://www.gks.ru,NA
Физическая культура и спорт,Измайлово,2010,3.324,http://www.gks.ru,NA
