category,municipality,year,value,source,type
Расходы: итого,Преображенское,2008,30.1296,http://www.gks.ru,NA
Общегосударственные вопросы,Преображенское,2008,18.379099999999998,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Преображенское,2008,15.6821,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Преображенское,2008,0.36810000000000004,http://www.gks.ru,NA
Национальная экономика,Преображенское,2008,5e-4,http://www.gks.ru,NA
Другие вопросы в области национальной экономики,Преображенское,2008,5e-4,http://www.gks.ru,NA
Образование,Преображенское,2008,2.1286,http://www.gks.ru,NA
Дошкольное образование,Преображенское,2008,1.4317,http://www.gks.ru,NA
Расходы на оплату труда и начисления на оплату труда (дошкольное образование),Преображенское,2008,1.4317,http://www.gks.ru,NA
"Культура, кинематография",Преображенское,2008,2.4551999999999996,http://www.gks.ru,NA
Культура,Преображенское,2008,1.3552,http://www.gks.ru,NA
Физическая культура и спорт,Преображенское,2008,6.0722,http://www.gks.ru,NA
Физическая культура и спорт,Преображенское,2008,6.0722,http://www.gks.ru,NA
Физическая культура и спорт,Преображенское,2008,0.3158,http://www.gks.ru,NA
Физическая культура и спорт,Преображенское,2008,1.6337000000000002,http://www.gks.ru,NA
Социальная политика,Преображенское,2008,0.723,http://www.gks.ru,NA
Расходы: итого,Внуково,2008,20.705099999999998,http://www.gks.ru,NA
Общегосударственные вопросы,Внуково,2008,14.3285,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Внуково,2008,14.3285,http://www.gks.ru,NA
Образование,Внуково,2008,3.7922,http://www.gks.ru,NA
"Культура, кинематография",Внуково,2008,0.9328,http://www.gks.ru,NA
Культура,Внуково,2008,0.6789,http://www.gks.ru,NA
Физическая культура и спорт,Внуково,2008,1.6192,http://www.gks.ru,NA
Физическая культура и спорт,Внуково,2008,1.6192,http://www.gks.ru,NA
Социальная политика,Внуково,2008,0.0324,http://www.gks.ru,NA
Расходы: итого,Дорогомилово,2008,24.854599999999998,http://www.gks.ru,NA
Бюджетные инвестиции на увеличение стоимости основных средств,Дорогомилово,2008,0.6517999999999999,http://www.gks.ru,NA
Общегосударственные вопросы,Дорогомилово,2008,12.809,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Дорогомилово,2008,0.9392,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Дорогомилово,2008,0.019899999999999998,http://www.gks.ru,NA
Образование,Дорогомилово,2008,4.812,http://www.gks.ru,NA
"Культура, кинематография",Дорогомилово,2008,2.52,http://www.gks.ru,NA
Культура,Дорогомилово,2008,1.22,http://www.gks.ru,NA
Физическая культура и спорт,Дорогомилово,2008,4.6931,http://www.gks.ru,NA
Физическая культура и спорт,Дорогомилово,2008,4.6931,http://www.gks.ru,NA
Физическая культура и спорт,Дорогомилово,2008,0.1667,http://www.gks.ru,NA
Физическая культура и спорт,Дорогомилово,2008,0.42619999999999997,http://www.gks.ru,NA
Расходы: итого,Крылатское,2008,35.229099999999995,http://www.gks.ru,NA
Бюджетные инвестиции на увеличение стоимости основных средств,Крылатское,2008,1.6878,http://www.gks.ru,NA
Общегосударственные вопросы,Крылатское,2008,18.1041,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Крылатское,2008,13.357,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Крылатское,2008,0.101,http://www.gks.ru,NA
Охрана окружающей среды,Крылатское,2008,0.22019999999999998,http://www.gks.ru,NA
Образование,Крылатское,2008,4.5527,http://www.gks.ru,NA
"Культура, кинематография",Крылатское,2008,4.33,http://www.gks.ru,NA
Культура,Крылатское,2008,3.2971,http://www.gks.ru,NA
Физическая культура и спорт,Крылатское,2008,6.0575,http://www.gks.ru,NA
Физическая культура и спорт,Крылатское,2008,6.0575,http://www.gks.ru,NA
Физическая культура и спорт,Крылатское,2008,0.799,http://www.gks.ru,NA
Физическая культура и спорт,Крылатское,2008,1.3015999999999999,http://www.gks.ru,NA
Расходы: итого,Кунцево,2008,42.5325,http://www.gks.ru,NA
Общегосударственные вопросы,Кунцево,2008,26.282799999999998,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Кунцево,2008,19.8495,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Кунцево,2008,0.1255,http://www.gks.ru,NA
Образование,Кунцево,2008,7.2623999999999995,http://www.gks.ru,NA
"Культура, кинематография",Кунцево,2008,3.2441,http://www.gks.ru,NA
Культура,Кунцево,2008,2.4773,http://www.gks.ru,NA
Физическая культура и спорт,Кунцево,2008,5.3964,http://www.gks.ru,NA
Физическая культура и спорт,Кунцево,2008,5.3964,http://www.gks.ru,NA
Физическая культура и спорт,Кунцево,2008,0.654,http://www.gks.ru,NA
Социальная политика,Кунцево,2008,0.22130000000000002,http://www.gks.ru,NA
Расходы: итого,Можайский,2008,46.9909,http://www.gks.ru,NA
Общегосударственные вопросы,Можайский,2008,25.3983,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Можайский,2008,17.1814,http://www.gks.ru,NA
Охрана окружающей среды,Можайский,2008,0.115,http://www.gks.ru,NA
Образование,Можайский,2008,9.6865,http://www.gks.ru,NA
"Культура, кинематография",Можайский,2008,3.632,http://www.gks.ru,NA
Культура,Можайский,2008,2.6139,http://www.gks.ru,NA
Физическая культура и спорт,Можайский,2008,8.1591,http://www.gks.ru,NA
Физическая культура и спорт,Можайский,2008,8.1591,http://www.gks.ru,NA
Расходы: итого,Ново-Переделкино,2008,38.8444,http://www.gks.ru,NA
Бюджетные инвестиции на увеличение стоимости основных средств,Ново-Переделкино,2008,0.8963,http://www.gks.ru,NA
Общегосударственные вопросы,Ново-Переделкино,2008,21.563200000000002,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Ново-Переделкино,2008,15.5509,http://www.gks.ru,NA
"Культура, кинематография",Ново-Переделкино,2008,2.8383000000000003,http://www.gks.ru,NA
Культура,Ново-Переделкино,2008,2.8383000000000003,http://www.gks.ru,NA
Физическая культура и спорт,Ново-Переделкино,2008,9.282,http://www.gks.ru,NA
Физическая культура и спорт,Ново-Переделкино,2008,9.282,http://www.gks.ru,NA
Физическая культура и спорт,Ново-Переделкино,2008,0.0997,http://www.gks.ru,NA
Физическая культура и спорт,Ново-Переделкино,2008,0.3735,http://www.gks.ru,NA
Расходы: итого,Очаково-Матвеевское,2008,34.273300000000006,http://www.gks.ru,NA
Общегосударственные вопросы,Очаково-Матвеевское,2008,20.885900000000003,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Очаково-Матвеевское,2008,18.9384,http://www.gks.ru,NA
Образование,Очаково-Матвеевское,2008,2.437,http://www.gks.ru,NA
"Культура, кинематография",Очаково-Матвеевское,2008,3.3366,http://www.gks.ru,NA
Культура,Очаково-Матвеевское,2008,2.593,http://www.gks.ru,NA
Физическая культура и спорт,Очаково-Матвеевское,2008,7.6138,http://www.gks.ru,NA
Физическая культура и спорт,Очаково-Матвеевское,2008,7.6138,http://www.gks.ru,NA
Расходы: итого,Проспект Вернадского,2008,23.5924,http://www.gks.ru,NA
Общегосударственные вопросы,Проспект Вернадского,2008,15.2644,http://www.gks.ru,NA
Образование,Проспект Вернадского,2008,2.9531,http://www.gks.ru,NA
"Культура, кинематография",Проспект Вернадского,2008,1.5344,http://www.gks.ru,NA
Физическая культура и спорт,Проспект Вернадского,2008,3.8405,http://www.gks.ru,NA
Расходы: итого,Раменки,2008,35.271,http://www.gks.ru,NA
Бюджетные инвестиции на увеличение стоимости основных средств,Раменки,2008,1.083,http://www.gks.ru,NA
Общегосударственные вопросы,Раменки,2008,19.663,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Раменки,2008,12.992,http://www.gks.ru,NA
Образование,Раменки,2008,5.526,http://www.gks.ru,NA
"Культура, кинематография",Раменки,2008,2.998,http://www.gks.ru,NA
Культура,Раменки,2008,1.922,http://www.gks.ru,NA
Физическая культура и спорт,Раменки,2008,7.084,http://www.gks.ru,NA
Физическая культура и спорт,Раменки,2008,7.084,http://www.gks.ru,NA
Физическая культура и спорт,Раменки,2008,0.313,http://www.gks.ru,NA
Расходы: итого,Солнцево,2008,29.3918,http://www.gks.ru,NA
Бюджетные инвестиции на увеличение стоимости основных средств,Солнцево,2008,0.5298999999999999,http://www.gks.ru,NA
Общегосударственные вопросы,Солнцево,2008,20.1948,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Солнцево,2008,15.6737,http://www.gks.ru,NA
Образование,Солнцево,2008,1.3367,http://www.gks.ru,NA
"Культура, кинематография",Солнцево,2008,2.312,http://www.gks.ru,NA
Физическая культура и спорт,Солнцево,2008,5.5483,http://www.gks.ru,NA
Физическая культура и спорт,Солнцево,2008,1.5674000000000001,http://www.gks.ru,NA
Физическая культура и спорт,Солнцево,2008,0.038299999999999994,http://www.gks.ru,NA
Физическая культура и спорт,Солнцево,2008,1.5291,http://www.gks.ru,NA
Расходы: итого,Тропарево-Никулино,2008,31.669,http://www.gks.ru,NA
Бюджетные инвестиции на увеличение стоимости основных средств,Тропарево-Никулино,2008,0.947,http://www.gks.ru,NA
Общегосударственные вопросы,Тропарево-Никулино,2008,16.515,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Тропарево-Никулино,2008,16.515,http://www.gks.ru,NA
"Культура, кинематография",Тропарево-Никулино,2008,1.677,http://www.gks.ru,NA
Культура,Тропарево-Никулино,2008,1.677,http://www.gks.ru,NA
Физическая культура и спорт,Тропарево-Никулино,2008,7.603,http://www.gks.ru,NA
Физическая культура и спорт,Тропарево-Никулино,2008,7.603,http://www.gks.ru,NA
Физическая культура и спорт,Тропарево-Никулино,2008,0.396,http://www.gks.ru,NA
Физическая культура и спорт,Тропарево-Никулино,2008,1.615,http://www.gks.ru,NA
Расходы: итого,Филевский парк,2008,31.848,http://www.gks.ru,NA
Общегосударственные вопросы,Филевский парк,2008,22.227,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Филевский парк,2008,20.674,http://www.gks.ru,NA
"Культура, кинематография",Филевский парк,2008,1.644,http://www.gks.ru,NA
Межбюджетные трансферты,Филевский парк,2008,7.977,http://www.gks.ru,NA
Из межбюджетных трансфертов субвенции бюджетам   субъектов Российской Федерации и муниципальных образований,Филевский парк,2008,7.977,http://www.gks.ru,NA
Расходы: итого,Фили-Давыдково,2008,37.365199999999994,http://www.gks.ru,NA
Общегосударственные вопросы,Фили-Давыдково,2008,20.301099999999998,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Фили-Давыдково,2008,0.0219,http://www.gks.ru,NA
Национальная экономика,Фили-Давыдково,2008,0.0594,http://www.gks.ru,NA
Образование,Фили-Давыдково,2008,9.633799999999999,http://www.gks.ru,NA
"Культура, кинематография",Фили-Давыдково,2008,2.5801,http://www.gks.ru,NA
Культура,Фили-Давыдково,2008,2.0105,http://www.gks.ru,NA
Физическая культура и спорт,Фили-Давыдково,2008,4.704,http://www.gks.ru,NA
Физическая культура и спорт,Фили-Давыдково,2008,4.704,http://www.gks.ru,NA
Расходы: итого,Крюково,2008,41.8046,http://www.gks.ru,NA
Бюджетные инвестиции на увеличение стоимости основных средств,Крюково,2008,1.7105,http://www.gks.ru,NA
Общегосударственные вопросы,Крюково,2008,24.098200000000002,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Крюково,2008,16.3502,http://www.gks.ru,NA
Национальная экономика,Крюково,2008,0.1147,http://www.gks.ru,NA
Образование,Крюково,2008,7.63,http://www.gks.ru,NA
"Культура, кинематография",Крюково,2008,2.1611,http://www.gks.ru,NA
Культура,Крюково,2008,1.2455,http://www.gks.ru,NA
Физическая культура и спорт,Крюково,2008,7.8006,http://www.gks.ru,NA
Физическая культура и спорт,Крюково,2008,7.8006,http://www.gks.ru,NA
Физическая культура и спорт,Крюково,2008,0.21280000000000002,http://www.gks.ru,NA
Физическая культура и спорт,Крюково,2008,2.6943,http://www.gks.ru,NA
Расходы: итого,Матушкино,2008,29.287599999999998,http://www.gks.ru,NA
Общегосударственные вопросы,Матушкино,2008,16.9527,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Матушкино,2008,12.4871,http://www.gks.ru,NA
Национальная экономика,Матушкино,2008,0.093,http://www.gks.ru,NA
Образование,Матушкино,2008,4.135,http://www.gks.ru,NA
Общее образование,Матушкино,2008,2.987,http://www.gks.ru,NA
Бюджетные инвестиции (общее образование) на увеличение стоимости основных средств,Матушкино,2008,0.0232,http://www.gks.ru,NA
Расходы на оплату труда и начисления на оплату труда (общее образование),Матушкино,2008,2.9638,http://www.gks.ru,NA
"Культура, кинематография",Матушкино,2008,2.3651999999999997,http://www.gks.ru,NA
Культура,Матушкино,2008,1.956,http://www.gks.ru,NA
Физическая культура и спорт,Матушкино,2008,5.7417,http://www.gks.ru,NA
Физическая культура и спорт,Матушкино,2008,5.7417,http://www.gks.ru,NA
Физическая культура и спорт,Матушкино,2008,0.30960000000000004,http://www.gks.ru,NA
Физическая культура и спорт,Матушкино,2008,1.0177,http://www.gks.ru,NA
Расходы: итого,Силино,2008,26.599400000000003,http://www.gks.ru,NA
Общегосударственные вопросы,Силино,2008,15.536700000000002,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Силино,2008,8.5539,http://www.gks.ru,NA
Национальная экономика,Силино,2008,0.113,http://www.gks.ru,NA
Образование,Силино,2008,3.3463000000000003,http://www.gks.ru,NA
"Культура, кинематография",Силино,2008,1.089,http://www.gks.ru,NA
Физическая культура и спорт,Силино,2008,6.514399999999999,http://www.gks.ru,NA
Расходы: итого,Аэропорт,2008,27.7677,http://www.gks.ru,NA
Общегосударственные вопросы,Аэропорт,2008,17.8349,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Аэропорт,2008,15.750399999999999,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Аэропорт,2008,0.0999,http://www.gks.ru,NA
Образование,Аэропорт,2008,3.3803,http://www.gks.ru,NA
"Культура, кинематография",Аэропорт,2008,1.9652,http://www.gks.ru,NA
Культура,Аэропорт,2008,1.9652,http://www.gks.ru,NA
Физическая культура и спорт,Аэропорт,2008,4.4874,http://www.gks.ru,NA
Физическая культура и спорт,Аэропорт,2008,4.4874,http://www.gks.ru,NA
Расходы: итого,Беговой,2008,24.000700000000002,http://www.gks.ru,NA
Общегосударственные вопросы,Беговой,2008,16.625799999999998,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Беговой,2008,10.3411,http://www.gks.ru,NA
Национальная экономика,Беговой,2008,0.03,http://www.gks.ru,NA
Образование,Беговой,2008,4.3934,http://www.gks.ru,NA
"Культура, кинематография",Беговой,2008,1.3744,http://www.gks.ru,NA
Культура,Беговой,2008,0.9866,http://www.gks.ru,NA
Физическая культура и спорт,Беговой,2008,1.5771,http://www.gks.ru,NA
Физическая культура и спорт,Беговой,2008,1.5771,http://www.gks.ru,NA
Физическая культура и спорт,Беговой,2008,0.135,http://www.gks.ru,NA
Физическая культура и спорт,Беговой,2008,0.538,http://www.gks.ru,NA
Расходы: итого,Бескудниковский,2008,35.1089,http://www.gks.ru,NA
Общегосударственные вопросы,Бескудниковский,2008,20.7363,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Бескудниковский,2008,11.6374,http://www.gks.ru,NA
Образование,Бескудниковский,2008,5.5476,http://www.gks.ru,NA
"Культура, кинематография",Бескудниковский,2008,1.8747,http://www.gks.ru,NA
Культура,Бескудниковский,2008,0.9932000000000001,http://www.gks.ru,NA
Физическая культура и спорт,Бескудниковский,2008,6.9503,http://www.gks.ru,NA
Физическая культура и спорт,Бескудниковский,2008,6.9503,http://www.gks.ru,NA
Физическая культура и спорт,Бескудниковский,2008,0.2534,http://www.gks.ru,NA
Физическая культура и спорт,Бескудниковский,2008,1.0563,http://www.gks.ru,NA
Расходы: итого,Войковский,2008,30.3934,http://www.gks.ru,NA
Общегосударственные вопросы,Войковский,2008,18.174599999999998,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Войковский,2008,9.2516,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Войковский,2008,0.005,http://www.gks.ru,NA
Национальная экономика,Войковский,2008,0.0036,http://www.gks.ru,NA
Другие вопросы в области национальной экономики,Войковский,2008,0.0036,http://www.gks.ru,NA
Образование,Войковский,2008,4.8896999999999995,http://www.gks.ru,NA
"Культура, кинематография",Войковский,2008,4.0133,http://www.gks.ru,NA
Культура,Войковский,2008,4.0133,http://www.gks.ru,NA
Физическая культура и спорт,Войковский,2008,3.3072,http://www.gks.ru,NA
Физическая культура и спорт,Войковский,2008,3.3072,http://www.gks.ru,NA
Расходы: итого,Восточное Дегунино,2008,42.826,http://www.gks.ru,NA
Общегосударственные вопросы,Восточное Дегунино,2008,19.401,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Восточное Дегунино,2008,12.53,http://www.gks.ru,NA
Национальная экономика,Восточное Дегунино,2008,0.035,http://www.gks.ru,NA
Жилищно-коммунальное хозяйство,Восточное Дегунино,2008,0.07,http://www.gks.ru,NA
Образование,Восточное Дегунино,2008,13.15,http://www.gks.ru,NA
"Культура, кинематография",Восточное Дегунино,2008,2.979,http://www.gks.ru,NA
Культура,Восточное Дегунино,2008,1.667,http://www.gks.ru,NA
Физическая культура и спорт,Восточное Дегунино,2008,7.191,http://www.gks.ru,NA
Физическая культура и спорт,Восточное Дегунино,2008,7.191,http://www.gks.ru,NA
Физическая культура и спорт,Восточное Дегунино,2008,0.23,http://www.gks.ru,NA
Физическая культура и спорт,Восточное Дегунино,2008,0.744,http://www.gks.ru,NA
Расходы: итого,Головинский,2008,38.3746,http://www.gks.ru,NA
Общегосударственные вопросы,Головинский,2008,21.6077,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Головинский,2008,13.4572,http://www.gks.ru,NA
Национальная экономика,Головинский,2008,0.0598,http://www.gks.ru,NA
Образование,Головинский,2008,7.7558,http://www.gks.ru,NA
"Культура, кинематография",Головинский,2008,3.4896,http://www.gks.ru,NA
Культура,Головинский,2008,1.5816,http://www.gks.ru,NA
Физическая культура и спорт,Головинский,2008,5.4616999999999996,http://www.gks.ru,NA
Физическая культура и спорт,Головинский,2008,5.4616999999999996,http://www.gks.ru,NA
Расходы: итого,Дмитровское,2008,35.157,http://www.gks.ru,NA
Общегосударственные вопросы,Дмитровское,2008,15.992,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Дмитровское,2008,15.992,http://www.gks.ru,NA
Межбюджетные трансферты,Дмитровское,2008,19.165,http://www.gks.ru,NA
Из межбюджетных трансфертов субвенции бюджетам   субъектов Российской Федерации и муниципальных образований,Дмитровское,2008,19.165,http://www.gks.ru,NA
Расходы: итого,Западное Дегунино,2008,21.6771,http://www.gks.ru,NA
Общегосударственные вопросы,Западное Дегунино,2008,10.1168,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Западное Дегунино,2008,10.1168,http://www.gks.ru,NA
"Культура, кинематография",Западное Дегунино,2008,1.8668,http://www.gks.ru,NA
Культура,Западное Дегунино,2008,1.8668,http://www.gks.ru,NA
Физическая культура и спорт,Западное Дегунино,2008,3.0279000000000003,http://www.gks.ru,NA
Физическая культура и спорт,Западное Дегунино,2008,3.0279000000000003,http://www.gks.ru,NA
Физическая культура и спорт,Западное Дегунино,2008,0.0506,http://www.gks.ru,NA
Физическая культура и спорт,Западное Дегунино,2008,0.5028,http://www.gks.ru,NA
Межбюджетные трансферты,Западное Дегунино,2008,6.6656,http://www.gks.ru,NA
Из межбюджетных трансфертов субвенции бюджетам   субъектов Российской Федерации и муниципальных образований,Западное Дегунино,2008,6.6656,http://www.gks.ru,NA
Расходы: итого,Коптево,2008,34.711800000000004,http://www.gks.ru,NA
Общегосударственные вопросы,Коптево,2008,18.863,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Коптево,2008,12.346,http://www.gks.ru,NA
Обслуживание государственного и муниципального долга,Коптево,2008,0.048,http://www.gks.ru,NA
Образование,Коптево,2008,9.2755,http://www.gks.ru,NA
"Культура, кинематография",Коптево,2008,2.431,http://www.gks.ru,NA
Физическая культура и спорт,Коптево,2008,4.0943000000000005,http://www.gks.ru,NA
Физическая культура и спорт,Коптево,2008,4.0943000000000005,http://www.gks.ru,NA
Расходы: итого,Левобережный,2008,23.3451,http://www.gks.ru,NA
Общегосударственные вопросы,Левобережный,2008,17.1707,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Левобережный,2008,11.700700000000001,http://www.gks.ru,NA
Национальная экономика,Левобережный,2008,0.0598,http://www.gks.ru,NA
Образование,Левобережный,2008,1.4384000000000001,http://www.gks.ru,NA
"Культура, кинематография",Левобережный,2008,1.8449,http://www.gks.ru,NA
Культура,Левобережный,2008,0.6581,http://www.gks.ru,NA
Физическая культура и спорт,Левобережный,2008,2.8911,http://www.gks.ru,NA
Физическая культура и спорт,Левобережный,2008,2.8911,http://www.gks.ru,NA
Физическая культура и спорт,Левобережный,2008,1.7674,http://www.gks.ru,NA
Расходы: итого,Молжаниновский,2008,19.0716,http://www.gks.ru,NA
Общегосударственные вопросы,Молжаниновский,2008,9.859,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Молжаниновский,2008,9.859,http://www.gks.ru,NA
"Культура, кинематография",Молжаниновский,2008,0.206,http://www.gks.ru,NA
Культура,Молжаниновский,2008,0.206,http://www.gks.ru,NA
Физическая культура и спорт,Молжаниновский,2008,2.8973,http://www.gks.ru,NA
Физическая культура и спорт,Молжаниновский,2008,2.8973,http://www.gks.ru,NA
Физическая культура и спорт,Молжаниновский,2008,0.5821000000000001,http://www.gks.ru,NA
Расходы: итого,Савеловский,2008,24.622,http://www.gks.ru,NA
Общегосударственные вопросы,Савеловский,2008,17.328,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Савеловский,2008,12.402,http://www.gks.ru,NA
Образование,Савеловский,2008,2.923,http://www.gks.ru,NA
"Культура, кинематография",Савеловский,2008,1.656,http://www.gks.ru,NA
Культура,Савеловский,2008,1.27,http://www.gks.ru,NA
Физическая культура и спорт,Савеловский,2008,2.715,http://www.gks.ru,NA
Физическая культура и спорт,Савеловский,2008,2.715,http://www.gks.ru,NA
Физическая культура и спорт,Савеловский,2008,1.414,http://www.gks.ru,NA
Расходы: итого,Сокол,2008,28.3967,http://www.gks.ru,NA
Бюджетные инвестиции на увеличение стоимости основных средств,Сокол,2008,0.7746000000000001,http://www.gks.ru,NA
Общегосударственные вопросы,Сокол,2008,17.739,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Сокол,2008,11.997399999999999,http://www.gks.ru,NA
Образование,Сокол,2008,6.075,http://www.gks.ru,NA
"Культура, кинематография",Сокол,2008,1.6856,http://www.gks.ru,NA
Культура,Сокол,2008,0.7973,http://www.gks.ru,NA
Физическая культура и спорт,Сокол,2008,2.8971,http://www.gks.ru,NA
Физическая культура и спорт,Сокол,2008,2.8971,http://www.gks.ru,NA
Физическая культура и спорт,Сокол,2008,0.0347,http://www.gks.ru,NA
Расходы: итого,Тимирязевский,2008,34.943599999999996,http://www.gks.ru,NA
Общегосударственные вопросы,Тимирязевский,2008,16.8549,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Тимирязевский,2008,10.2216,http://www.gks.ru,NA
Национальная экономика,Тимирязевский,2008,0.1456,http://www.gks.ru,NA
Образование,Тимирязевский,2008,8.799100000000001,http://www.gks.ru,NA
"Культура, кинематография",Тимирязевский,2008,3.7076,http://www.gks.ru,NA
Культура,Тимирязевский,2008,2.7496,http://www.gks.ru,NA
Физическая культура и спорт,Тимирязевский,2008,5.4364,http://www.gks.ru,NA
Физическая культура и спорт,Тимирязевский,2008,5.4364,http://www.gks.ru,NA
Расходы: итого,Ховрино,2008,28.2805,http://www.gks.ru,NA
Бюджетные инвестиции на увеличение стоимости основных средств,Ховрино,2008,0.9987999999999999,http://www.gks.ru,NA
Общегосударственные вопросы,Ховрино,2008,18.296,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Ховрино,2008,12.8148,http://www.gks.ru,NA
Образование,Ховрино,2008,4.185,http://www.gks.ru,NA
"Культура, кинематография",Ховрино,2008,1.897,http://www.gks.ru,NA
Культура,Ховрино,2008,1.1079,http://www.gks.ru,NA
Физическая культура и спорт,Ховрино,2008,3.9025,http://www.gks.ru,NA
Физическая культура и спорт,Ховрино,2008,3.9025,http://www.gks.ru,NA
Физическая культура и спорт,Ховрино,2008,0.3291,http://www.gks.ru,NA
Расходы: итого,Хорошевский,2008,33.535,http://www.gks.ru,NA
Общегосударственные вопросы,Хорошевский,2008,19.423099999999998,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Хорошевский,2008,18.0709,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Хорошевский,2008,0.0193,http://www.gks.ru,NA
Национальная экономика,Хорошевский,2008,0.009,http://www.gks.ru,NA
Образование,Хорошевский,2008,8.3104,http://www.gks.ru,NA
"Культура, кинематография",Хорошевский,2008,1.6485999999999998,http://www.gks.ru,NA
Физическая культура и спорт,Хорошевский,2008,3.9292,http://www.gks.ru,NA
Физическая культура и спорт,Хорошевский,2008,3.9292,http://www.gks.ru,NA
Социальная политика,Хорошевский,2008,0.19540000000000002,http://www.gks.ru,NA
Расходы: итого,Алексеевский,2008,35.8431,http://www.gks.ru,NA
Общегосударственные вопросы,Алексеевский,2008,10.1273,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Алексеевский,2008,10.1273,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Алексеевский,2008,0.011,http://www.gks.ru,NA
Физическая культура и спорт,Алексеевский,2008,1.4726,http://www.gks.ru,NA
Физическая культура и спорт,Алексеевский,2008,1.4726,http://www.gks.ru,NA
Физическая культура и спорт,Алексеевский,2008,0.581,http://www.gks.ru,NA
Физическая культура и спорт,Алексеевский,2008,0.8916000000000001,http://www.gks.ru,NA
Расходы: итого,Алтуфьевский,2008,31.084,http://www.gks.ru,NA
Общегосударственные вопросы,Алтуфьевский,2008,13.175,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Алтуфьевский,2008,8.052,http://www.gks.ru,NA
Образование,Алтуфьевский,2008,12.562,http://www.gks.ru,NA
"Культура, кинематография",Алтуфьевский,2008,1.899,http://www.gks.ru,NA
Культура,Алтуфьевский,2008,1.034,http://www.gks.ru,NA
Физическая культура и спорт,Алтуфьевский,2008,1.43,http://www.gks.ru,NA
Физическая культура и спорт,Алтуфьевский,2008,1.43,http://www.gks.ru,NA
Расходы: итого,Бабушкинский,2008,28.659,http://www.gks.ru,NA
Бюджетные инвестиции на увеличение стоимости основных средств,Бабушкинский,2008,0.392,http://www.gks.ru,NA
Общегосударственные вопросы,Бабушкинский,2008,18.212,http://www.gks.ru,NA
расходы на содержание работников органов местного самоуправления,Бабушкинский,2008,12.347,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Бабушкинский,2008,0.077,http://www.gks.ru,NA
Образование,Бабушкинский,2008,4.368,http://www.gks.ru,NA
"Культура, кинематография",Бабушкинский,2008,2.076,http://www.gks.ru,NA
Культура,Бабушкинский,2008,1.022,http://www.gks.ru,NA
Физическая культура и спорт,Бабушкинский,2008,4.003,http://www.gks.ru,NA
Физическая культура и спорт,Бабушкинский,2008,4.003,http://www.gks.ru,NA
Физическая культура и спорт,Бабушкинский,2008,0.096,http://www.gks.ru,NA
Физическая культура и спорт,Бабушкинский,2008,0.348,http://www.gks.ru,NA
Расходы: итого,Бибирево,2008,48.2095,http://www.gks.ru,NA
Общегосударственные вопросы,Бибирево,2008,27.189700000000002,http://www.gks.ru,NA
